id	lineage	ab	bc	bridge_ab	bridge_bc	mid_compatible	downstream_distinctions_preserved	direct	path	direct_surface	confirmatory
TKN-001	ENGINEERING_DEVELOPMENT	TRANSPORT_PASS	TRANSPORT_PASS	QUOTIENT_COMPATIBLE	QUOTIENT_COMPATIBLE	1	1	TRANSPORT_PASS	COMMUTES_AT_CLAIM_QUOTIENT	HELDOUT_WORLD	1
